0	0
-0.89462	-0.9916
-0.88166	-1.0089
-0.92259	-0.999
-0.89138	-1.0054
-0.89681	-0.99696
-0.91308	-1.006
-0.90434	-0.9951
-0.89657	-0.99261
-0.86422	-0.98288
-0.87231	-1.0019
-0.9135	-1.0214
-0.86965	-1.0084
-0.89275	-0.98645
-0.90063	-1.0107
-0.89285	-0.99039
-0.90205	-0.99876
-0.90124	-0.98563
-0.8851	-1.0196
-0.88591	-1.002
-0.88583	-1.0121
-0.89329	-0.97092
-0.91207	-0.99175
-0.89283	-0.98621
-0.8837	-1.0106
-0.89511	-1.0047
-0.88965	-1.0027
-0.89273	-0.98902
-0.90303	-1.0028
-0.89706	-0.99298
-0.90787	-1.0205
-0.89112	-1.0035
-0.91147	-1.0082
-0.91069	-1.0158
-0.90809	-0.99492
-0.92944	-0.99718
-0.88562	-0.99967
-0.89675	-1.0133
-0.90755	-0.98873
-0.8863	-0.9965
-0.91712	-1.003
-0.90102	-0.99977
-0.90241	-1.0026
-0.89681	-1.0175
-0.89687	-1.0029
-0.90865	-1.0083
-0.9003	-1.0098
-0.90165	-1.0116
-0.89372	-1.0053
-0.88907	-1.02
-0.88891	-0.99036
-0.90864	-0.9948
-0.89923	-1.0002
-0.91214	-1.0003
-0.91114	-1.008
-0.90007	-0.98981
-0.88467	-1.0013
-0.9077	-1.0071
-0.89629	-0.98649
-0.90226	-1.0022
-0.88883	-1.0059
-0.91089	-1.0029
-0.89967	-1.0085
-0.89447	-1.0112
-0.88899	-0.97474
-0.88456	-0.98345
-0.89914	-0.99692
-0.91492	-1.0126
-0.90742	-1.0087
-0.91062	-1.0018
-0.8765	-0.99209
-0.90616	-1.0133
-0.89252	-1.0233
-0.90192	-1.0145
-0.89111	-0.99666
-0.90765	-0.99609
-0.91402	-0.99548
-0.91422	-1.0013
-0.89512	-0.99816
-0.90177	-1.0048
-0.90196	-0.99138
-0.88581	-1.0136
-0.89708	-0.99545
-0.89802	-1.0085
-0.88412	-1.0033
-0.90804	-0.99447
-0.89303	-0.98961
-0.89165	-1.0112
-0.90244	-0.98739
-0.89784	-0.9934
-0.91166	-1.0007
-0.91148	-1.002
-0.89895	-1.0022
-0.89278	-1.003
-0.87415	-0.99977
-0.90667	-0.99949
-0.89813	-0.99174
-0.90082	-0.98473
-0.91933	-0.99533
-0.90439	-1.0021
-0.91795	-0.99375
-0.89817	-0.8992
-0.9103	-0.90948
-0.89051	-0.89589
-0.89693	-0.89323
-0.89865	-0.89142
-0.89485	-0.90691
-0.89739	-0.89551
-0.90941	-0.89899
-0.90162	-0.89174
-0.90146	-0.89464
-0.90532	-0.89102
-0.88318	-0.90132
-0.90876	-0.90147
-0.90484	-0.88992
-0.90712	-0.92124
-0.91174	-0.90505
-0.90192	-0.91271
-0.90274	-0.90383
-0.8847	-0.89351
-0.90249	-0.89174
-0.91064	-0.91015
-0.88397	-0.90471
-0.88765	-0.89863
