0.5	0.5	0.5	0.5
-0.26699	0.1367	0.31219	0.53651
-0.64948	0.11463	0.70744	0.44611
-0.59786	-0.27546	0.55354	0.56808
-0.51299	0.26546	0.49359	0.73898
-0.52352	-0.38493	0.26964	0.6603
-0.74733	-0.0055245	0.50692	0.38003
-0.69407	0.60301	0.61349	0.21583
-0.51775	0.34132	0.55822	0.51657
-0.54391	0.28519	0.54722	0.32427
-0.48712	0.254	0.60887	0.60467
-0.47424	-0.14458	0.32179	0.68005
-0.544	0.061793	0.78353	0.59678
-0.47048	0.17023	0.72885	0.60168
-0.30453	-0.16965	0.56646	0.4308
-0.31609	0.16322	0.44872	0.58655
-0.45935	-0.049912	0.67123	0.38611
-0.42236	-0.022143	0.44033	0.74743
-0.66496	0.036913	0.48331	0.72105
-0.74119	-0.0061719	0.54249	0.5117
-0.2596	0.055224	0.57483	0.75866
-0.38141	0.072137	0.20288	0.46902
-0.49987	0.22046	0.5269	0.63787
-0.66798	-0.073081	0.46735	0.31255
-0.50646	0.10325	0.55395	0.37653
-0.53892	0.036678	0.57654	0.64775
-0.28155	0.058656	0.23346	0.48394
-0.52684	0.054048	0.62391	0.18211
-0.29653	0.2813	0.50406	0.54061
-0.48867	0.4027	0.36853	0.14374
-0.39131	0.057618	0.83821	0.59307
-0.44429	0.036192	0.48451	0.55887
-0.48083	0.13473	0.64766	0.26776
-0.53848	0.09659	0.84517	0.50099
-0.77759	0.11776	0.58926	0.32843
-0.32074	0.2714	0.3857	0.5111
-0.72072	0.26856	0.6344	0.49417
-0.35611	-0.091454	0.69536	0.49601
-0.3379	0.27223	0.28068	0.54294
-0.59819	-0.19354	0.36573	0.50749
-0.79884	0.0033191	0.28689	0.32992
-0.50478	0.021009	0.47302	0.48931
-0.85694	-0.095031	0.51769	0.57011
-0.48722	-0.050253	0.36796	0.38493
-0.40762	0.047959	0.36568	0.26944
-0.49608	0.3483	0.16755	0.81714
-0.78804	0.0091405	0.49872	0.55699
-0.39653	0.0069647	0.37483	0.29761
-0.40222	0.21017	0.51201	0.60153
-0.45475	0.19071	0.26704	0.47675
-0.46877	0.22777	0.404	0.42936
-0.59902	0.32372	0.41432	0.24799
-0.46487	0.2031	0.70165	0.43159
-0.39497	-0.069336	0.41808	0.70991
-0.59725	0.11974	0.32425	0.64214
-0.78631	-0.16001	0.22882	0.55298
-0.42695	-0.08952	0.75957	0.33034
-0.41647	-0.13802	0.72495	0.45626
-0.3319	-0.051304	0.65649	0.46185
-0.52083	0.075034	0.5039	0.45429
-0.31121	-0.047056	0.35649	0.25426
-0.20491	-0.031305	0.29398	0.73988
-0.43384	0.031548	0.33011	0.22516
-0.5498	0.14278	0.37743	0.57191
-0.52689	0.11874	0.62699	0.54796
-0.48306	-0.056438	0.51128	0.48915
-0.45426	-0.11393	0.50843	0.22529
-0.40378	-0.025169	0.45667	0.83103
-0.55523	0.027748	0.27912	0.55105
-0.30496	0.22887	0.46632	0.66527
-0.29556	0.040664	0.53672	0.24237
-0.50042	0.085129	0.38481	0.59361
-0.32997	0.088094	0.4504	0.60507
-0.44999	-0.09904	0.51132	0.2542
-0.23254	0.34161	0.63369	0.24668
-0.67535	-0.17129	0.70883	0.58676
-0.73172	0.34063	0.41482	0.58853
-0.8352	0.49893	0.32521	0.4751
-0.31811	0.037732	0.57257	0.70688
-0.67858	-0.081693	0.60535	0.6645
-0.54645	0.31413	0.62243	0.45198
-0.77711	0.30184	0.62262	0.46566
